FileName,Time,r,score
0000.txt,0.02721381187438965,NaN,2083
0001.txt,0.012634992599487305,NaN,3271
0002.txt,0.008962392807006836,NaN,2176
0003.txt,0.011967897415161133,NaN,2099
0004.txt,0.013962745666503906,NaN,3152
0005.txt,0.018950700759887695,NaN,4032
0006.txt,0.030917882919311523,NaN,3013
0007.txt,0.018949270248413086,NaN,3702
0008.txt,0.01695561408996582,NaN,2801
0009.txt,0.016951799392700195,NaN,2049
0010.txt,0.01096200942993164,NaN,2629
0011.txt,0.018948793411254883,NaN,3761
0012.txt,0.011967658996582031,NaN,2509
0013.txt,0.010969400405883789,NaN,2417
0014.txt,0.017951250076293945,NaN,2819
0015.txt,0.011970043182373047,NaN,2728
0016.txt,0.01595473289489746,NaN,2729
0017.txt,0.015964984893798828,NaN,2474
0018.txt,0.01695990562438965,NaN,3626
0019.txt,0.023945093154907227,NaN,3891
0020.txt,0.014964818954467773,NaN,2815
0021.txt,0.014960050582885742,NaN,2145
0022.txt,0.013962745666503906,NaN,2940
0023.txt,0.023938417434692383,NaN,4017
0024.txt,0.013962507247924805,NaN,2159
0025.txt,0.009977102279663086,NaN,2051
0026.txt,0.014489412307739258,NaN,3518
0027.txt,0.013962507247924805,NaN,2185
0028.txt,0.00996851921081543,NaN,2330
0029.txt,0.013963460922241211,NaN,3502
0030.txt,0.015960216522216797,NaN,3501
0031.txt,0.012962579727172852,NaN,2552
0032.txt,0.024939298629760742,NaN,3908
0033.txt,0.015958547592163086,NaN,3266
0034.txt,0.013962507247924805,NaN,3224
0035.txt,0.014961719512939453,NaN,2625
0036.txt,0.016956806182861328,NaN,3897
0037.txt,0.013960838317871094,NaN,2963
0038.txt,0.008969783782958984,NaN,2188
0039.txt,0.013962030410766602,NaN,3733
0040.txt,0.013962984085083008,NaN,3957
0041.txt,0.011971235275268555,NaN,2482
0042.txt,0.016954660415649414,NaN,3067
0043.txt,0.034905433654785156,NaN,3416
0044.txt,0.019944190979003906,NaN,2966
0045.txt,0.052858829498291016,NaN,2103
0046.txt,0.0239410400390625,NaN,3850
0047.txt,0.010974407196044922,NaN,2671
0048.txt,0.01595616340637207,NaN,2299
0049.txt,0.012953519821166992,NaN,2528
