FileName,Time,r,score
0000.txt,0.01598668098449707,NaN,2083
0001.txt,0.010000228881835938,NaN,3271
0002.txt,0.006982088088989258,NaN,2176
0003.txt,0.00897979736328125,NaN,2099
0004.txt,0.010969400405883789,NaN,3152
0005.txt,0.014960050582885742,NaN,4032
0006.txt,0.02493143081665039,NaN,3013
0007.txt,0.011967182159423828,NaN,3702
0008.txt,0.012965679168701172,NaN,2801
0009.txt,0.014966011047363281,NaN,2049
0010.txt,0.011967658996582031,NaN,2629
0011.txt,0.01595592498779297,NaN,3761
0012.txt,0.009972810745239258,NaN,2509
0013.txt,0.010965108871459961,NaN,2417
0014.txt,0.01096963882446289,NaN,2819
0015.txt,0.013962745666503906,NaN,2728
0016.txt,0.015949726104736328,NaN,2729
0017.txt,0.015955448150634766,NaN,2474
0018.txt,0.010970830917358398,NaN,3626
0019.txt,0.022939443588256836,NaN,3891
0020.txt,0.010972261428833008,NaN,2815
0021.txt,0.00698089599609375,NaN,2145
0022.txt,0.010970592498779297,NaN,2940
0023.txt,0.015955686569213867,NaN,4017
0024.txt,0.00797891616821289,NaN,2159
0025.txt,0.006980419158935547,NaN,2051
0026.txt,0.02293848991394043,NaN,3518
0027.txt,0.009974002838134766,NaN,2185
0028.txt,0.011968612670898438,NaN,2330
0029.txt,0.012965917587280273,NaN,3502
0030.txt,0.012965917587280273,NaN,3501
0031.txt,0.012961864471435547,NaN,2552
0032.txt,0.01595783233642578,NaN,3908
0033.txt,0.023936986923217773,NaN,3266
0034.txt,0.0139617919921875,NaN,3224
0035.txt,0.01695561408996582,NaN,2625
0036.txt,0.011965751647949219,NaN,3897
0037.txt,0.013963699340820312,NaN,2963
0038.txt,0.010971307754516602,NaN,2188
0039.txt,0.015956640243530273,NaN,3733
0040.txt,0.017952442169189453,NaN,3957
0041.txt,0.008974552154541016,NaN,2482
0042.txt,0.015952587127685547,NaN,3067
0043.txt,0.05186176300048828,NaN,3416
0044.txt,0.021449804306030273,NaN,2966
0045.txt,0.04587674140930176,NaN,2103
0046.txt,0.012965917587280273,NaN,3850
0047.txt,0.027438640594482422,NaN,2671
0048.txt,0.012967586517333984,NaN,2299
0049.txt,0.00897669792175293,NaN,2528
