FileName,Time,r,score
0000.txt,0.008976221084594727,NaN,2083
0001.txt,0.012936592102050781,NaN,3271
0002.txt,0.00900411605834961,NaN,2176
0003.txt,0.008999824523925781,NaN,2099
0004.txt,0.013938665390014648,NaN,3152
0005.txt,0.013933658599853516,NaN,4032
0006.txt,0.013964653015136719,NaN,3013
0007.txt,0.013962268829345703,NaN,3702
0008.txt,0.010980844497680664,NaN,2801
0009.txt,0.008972883224487305,NaN,2049
0010.txt,0.014961004257202148,NaN,2629
0011.txt,0.019946575164794922,NaN,3761
0012.txt,0.009972095489501953,NaN,2509
0013.txt,0.009972810745239258,NaN,2417
0014.txt,0.00997161865234375,NaN,2819
0015.txt,0.010969161987304688,NaN,2728
0016.txt,0.01295781135559082,NaN,2729
0017.txt,0.012964487075805664,NaN,2474
0018.txt,0.017951250076293945,NaN,3626
0019.txt,0.01595616340637207,NaN,3891
0020.txt,0.012964725494384766,NaN,2815
0021.txt,0.008974790573120117,NaN,2145
0022.txt,0.012966156005859375,NaN,2940
0023.txt,0.014960765838623047,NaN,4017
0024.txt,0.01196908950805664,NaN,2159
0025.txt,0.0109710693359375,NaN,2051
0026.txt,0.013967752456665039,NaN,3518
0027.txt,0.012966632843017578,NaN,2185
0028.txt,0.010972261428833008,NaN,2330
0029.txt,0.01795053482055664,NaN,3502
0030.txt,0.011479616165161133,NaN,3501
0031.txt,0.009971380233764648,NaN,2552
0032.txt,0.01695561408996582,NaN,3908
0033.txt,0.012964487075805664,NaN,3266
0034.txt,0.014970779418945312,NaN,3224
0035.txt,0.009974241256713867,NaN,2625
0036.txt,0.016954421997070312,NaN,3897
0037.txt,0.014961481094360352,NaN,2963
0038.txt,0.012965917587280273,NaN,2188
0039.txt,0.013962745666503906,NaN,3733
0040.txt,0.014960527420043945,NaN,3957
0041.txt,0.013476848602294922,NaN,2482
0042.txt,0.01495981216430664,NaN,3067
0043.txt,0.011966705322265625,NaN,3416
0044.txt,0.013963699340820312,NaN,2966
0045.txt,0.04640340805053711,NaN,2103
0046.txt,0.013963699340820312,NaN,3850
0047.txt,0.009973287582397461,NaN,2671
0048.txt,0.008975505828857422,NaN,2299
0049.txt,0.00898122787475586,NaN,2528
