FileName,Time,r,score
0000.txt,0.008957386016845703,NaN,2083
0001.txt,0.013962268829345703,NaN,3271
0002.txt,0.00897669792175293,NaN,2176
0003.txt,0.008001565933227539,NaN,2099
0004.txt,0.010967016220092773,NaN,3152
0005.txt,0.01595759391784668,NaN,4032
0006.txt,0.011966943740844727,NaN,3013
0007.txt,0.015958070755004883,NaN,3702
0008.txt,0.00897073745727539,NaN,2801
0009.txt,0.006983041763305664,NaN,2049
0010.txt,0.009971857070922852,NaN,2629
0011.txt,0.016956329345703125,NaN,3761
0012.txt,0.007975578308105469,NaN,2509
0013.txt,0.007978200912475586,NaN,2417
0014.txt,0.008975028991699219,NaN,2819
0015.txt,0.010969400405883789,NaN,2728
0016.txt,0.011966943740844727,NaN,2729
0017.txt,0.009971380233764648,NaN,2474
0018.txt,0.010965585708618164,NaN,3626
0019.txt,0.01595759391784668,NaN,3891
0020.txt,0.014964580535888672,NaN,2815
0021.txt,0.011960983276367188,NaN,2145
0022.txt,0.010976076126098633,NaN,2940
0023.txt,0.012965679168701172,NaN,4017
0024.txt,0.00897526741027832,NaN,2159
0025.txt,0.009965181350708008,NaN,2051
0026.txt,0.014959335327148438,NaN,3518
0027.txt,0.008967876434326172,NaN,2185
0028.txt,0.011965513229370117,NaN,2330
0029.txt,0.01595759391784668,NaN,3502
0030.txt,0.01447153091430664,NaN,3501
0031.txt,0.011967182159423828,NaN,2552
0032.txt,0.013961076736450195,NaN,3908
0033.txt,0.012965202331542969,NaN,3266
0034.txt,0.012961864471435547,NaN,3224
0035.txt,0.011964797973632812,NaN,2625
0036.txt,0.013962507247924805,NaN,3897
0037.txt,0.011967897415161133,NaN,2963
0038.txt,0.008976936340332031,NaN,2188
0039.txt,0.013960599899291992,NaN,3733
0040.txt,0.01695394515991211,NaN,3957
0041.txt,0.011967897415161133,NaN,2482
0042.txt,0.0139617919921875,NaN,3067
0043.txt,0.012965679168701172,NaN,3416
0044.txt,0.014959573745727539,NaN,2966
0045.txt,0.017952442169189453,NaN,2103
0046.txt,0.013962507247924805,NaN,3850
0047.txt,0.011968612670898438,NaN,2671
0048.txt,0.008973836898803711,NaN,2299
0049.txt,0.010968446731567383,NaN,2528
